id,name,brand,family,top_notes,middle_notes,base_notes,mood_tags,valence,arousal,dominance,source
1290,Melt my Heart Oil Perfume Oil,Unknown,spicy,ginger|bergamot,coffee|iris,oud,balanced,0.628,0.614,0.594,huggingface
1291,Wood Infusion Perfume Concentrate,Unknown,woody,orange,iris|geranium,cedar|oud|patchouli|white_musk|amber,balanced,0.615,0.4388,0.5687,huggingface
1292,Desert Rosewood Perfume Concentrate,Unknown,oriental,mandarin,rose|cardamom,benzoin|vanilla|patchouli,joyful,0.7,0.455,0.51,huggingface
1293,Pacific Rock Moss Perfume Concentrate,Unknown,citrus,lemon,geranium,cedar,joyful,0.7167,0.5667,0.4667,huggingface
1294,White Sandalwood Perfume Concentrate,Unknown,spicy,black_pepper,rose|saffron,sandalwood|amber,powerful,0.614,0.48,0.63,huggingface
1295,Blue Cypress Perfume Concentrate,Unknown,floral,,geranium|clove,patchouli,powerful,0.5167,0.5233,0.64,huggingface
1296,Be Careful What You Wish For Parfum Extrait,Unknown,citrus,grapefruit|mandarin,,oud|patchouli|vanilla,balanced,0.648,0.532,0.52,huggingface
1297,Carlisle Eau de Parfum,Unknown,oriental,green_tea,saffron|rose,tonka_bean|patchouli|vanilla,joyful,0.6633,0.4067,0.52,huggingface
1298,Orion Extrait de Parfum,Unknown,woody,bergamot|mandarin,pine|jasmine,patchouli|birch|frankincense|oud|white_musk|cedar,powerful,0.579,0.485,0.602,huggingface
1299,Chimaera Extrait de Parfum,Unknown,woody,black_pepper|lemon|pink_pepper,saffron|iris|peony|magnolia|pine,vetiver|leather|benzoin|honey|frankincense|patchouli|labdanum|caramel|oud|tobacco,powerful,0.5806,0.4717,0.6011,huggingface
1300,Patchouli Argent Eau de Parfum,Unknown,floral,bergamot,rose|jasmine,white_musk|frankincense|cedar|patchouli,balanced,0.6457,0.4357,0.5771,huggingface
1301,Vanille Banane Eau de Toilette,Unknown,citrus,orange,clove,vanilla,joyful,0.7433,0.55,0.45,huggingface
1302,Bibliotheque Eau de Parfum,Unknown,floral,mandarin,peony|violet,leather|patchouli|vanilla|white_musk,joyful,0.6686,0.4314,0.5014,huggingface
1303,Impressions de Giverny Eau de Parfum,Unknown,floral,yuzu|bergamot|mandarin|orange|green_tea,magnolia|rose|tuberose|neroli|ylang_ylang,ambroxan|benzoin|white_musk,joyful,0.7623,0.5385,0.4646,huggingface
1304,Oud Vert Intense Eau de Parfum,Unknown,woody,bergamot|ginger,cardamom|geranium,vetiver|cedar|white_musk|oud,balanced,0.6113,0.5225,0.57,huggingface
1305,No.09 Vallee de Farney - Eau de Parfum,Unknown,woody,grapefruit|orange|black_pepper,geranium,cedar|patchouli|vetiver|amber|white_musk|benzoin,balanced,0.635,0.483,0.532,huggingface
1306,Eau de Soleil Blanc Eau de Toilette,Unknown,citrus,bergamot,rose,amber|coconut,joyful,0.7875,0.4725,0.4575,huggingface
1307,Oud - Extrait de Parfum,Unknown,woody,,saffron|pine,cedar|vanilla|oud|patchouli,powerful,0.5167,0.4417,0.645,huggingface
1308,Oud Silk Mood - Eau de Parfum,Unknown,woody,bergamot,rose|guaiac_wood,oud,powerful,0.62,0.505,0.625,huggingface
1309,No.04 Bois de Balincourt - Eau de Parfum,Unknown,woody,,cinnamon,sandalwood|cedar|vetiver|amber,calming|powerful,0.594,0.396,0.604,huggingface
1310,No.05 Kandilli- Perfume Oil Perfume Oil Roll-On,Unknown,floral,,ylang_ylang|jasmine|tuberose,sandalwood,joyful|powerful,0.68,0.4925,0.6,huggingface
1311,Parisian Oud Eau de Parfum,Unknown,woody,pink_pepper|grapefruit,cardamom|rose|geranium|oakmoss,almond|oud|leather|frankincense|labdanum|sandalwood|patchouli|white_musk|amber,balanced,0.586,0.4507,0.5987,huggingface
1312,Fabulous Eau de Parfum,Unknown,floral,,geranium|iris,almond|tonka_bean|leather|amber|cedar,calming,0.6443,0.38,0.5429,huggingface
1313,No.04 Bois de Balincourt- Perfume Oil Perfume Oil Roll-On,Unknown,woody,,cinnamon,sandalwood|cedar|vetiver|amber,calming|powerful,0.594,0.396,0.604,huggingface
1314,No.09 Vallee de Farney- Perfume Oil Perfume Oil Roll-On,Unknown,woody,grapefruit|orange|black_pepper,geranium,cedar|patchouli|vetiver|amber|white_musk|benzoin,balanced,0.635,0.483,0.532,huggingface
1315,No.10 Aboukir- Perfume Oil Perfume Oil Roll-On,Unknown,woody,lemon|eucalyptus,jasmine,amber|patchouli|cedar|vetiver,balanced,0.6143,0.5057,0.5614,huggingface
1316,Antidris Cassis- Perfume Oil Perfume Oil Roll-On,Unknown,citrus,bergamot|black_pepper,rose|oakmoss,white_musk|tonka_bean,joyful,0.6817,0.4667,0.5167,huggingface
1317,No.02 Le Long Fond - Eau de Parfum,Unknown,woody,,,cedar|patchouli|white_musk,calming,0.54,0.36,0.5733,huggingface
1318,Antidris Cassis - Eau de Parfum,Unknown,citrus,bergamot|black_pepper,rose|oakmoss,white_musk|tonka_bean,joyful,0.6817,0.4667,0.5167,huggingface
1319,Black Gold Eau de Parfum,Unknown,woody,bergamot,geranium|cinnamon|jasmine|violet|rose|marine,oud|patchouli|vetiver|cedar|leather|amber|white_musk,balanced,0.6207,0.4821,0.5857,huggingface
1320,AnOther 13 Eau de Parfum,Unknown,musk,mandarin,,white_musk|ambroxan,joyful,0.7367,0.4667,0.47,huggingface
1321,Vanille Fatale Eau de Parfum,Unknown,oriental,,saffron|coffee,vanilla|frankincense,powerful,0.6,0.45,0.6125,huggingface
1322,Tsuki Eau de Parfum,Unknown,citrus,grapefruit|basil|lemon|mint,geranium,patchouli,joyful|energetic,0.7,0.6733,0.4417,huggingface
1323,"Feb. 14, 1912 Eau de Parfum",Unknown,floral,orange|bergamot,iris|rose|jasmine|ylang_ylang,vanilla|cedar|white_musk|leather|tonka_bean,joyful,0.7173,0.4636,0.5073,huggingface
1324,Sasora Parfum,Unknown,citrus,yuzu,rose,oud,balanced,0.65,0.5567,0.6,huggingface
1325,Kyara Parfum,Unknown,woody,,rose,oud|cedar|patchouli|sandalwood,powerful,0.534,0.404,0.668,huggingface
1326,Hasunoito Parfum,Unknown,floral,orange,ylang_ylang|jasmine|rose,oud,joyful,0.696,0.554,0.6,huggingface
1327,Akanesasu Eau de Parfum,Unknown,citrus,orange|bergamot,jasmine,vetiver,joyful,0.7325,0.5925,0.505,huggingface
1328,Shiragoromo Parfum,Unknown,floral,yuzu,jasmine|rose,oud,joyful|powerful,0.675,0.5475,0.605,huggingface
1329,Suleyman le Magnifique Eau de Parfum,Unknown,woody,mandarin,rose|tuberose|cinnamon,amber|white_musk|benzoin|patchouli|vetiver|oud|sandalwood|vanilla|ambroxan,balanced,0.6392,0.4162,0.5738,huggingface
1330,Charlatan Eau de Parfum,Unknown,floral,mandarin,coffee|rose|jasmine,vanilla|amber,joyful,0.7533,0.4833,0.5083,huggingface
1331,Confessions of a Garden Gnome Eau de Parfum,Unknown,floral,bergamot|yuzu|pink_pepper,lily_of_the_valley|rose|violet,cedar|white_musk|ambroxan|amber,joyful,0.719,0.486,0.49,huggingface
1332,Amber Absolutely Eau de Parfum,Unknown,oriental,mandarin,rose,white_musk|amber|benzoin|labdanum|honey|vetiver|cedar,joyful|calming,0.66,0.3656,0.5367,huggingface
1333,Fatih Sultan Mehmed Eau de Parfum,Unknown,citrus,bergamot|mandarin|petitgrain,rose|iris,vanilla|benzoin|amber|ambroxan|cedar|patchouli|oud,joyful,0.67,0.4467,0.5475,huggingface
1334,Harem Rose Eau de Parfum,Unknown,oriental,,rose,amber|benzoin|vanilla|cedar|vetiver,joyful|calming,0.6633,0.315,0.5417,huggingface
1335,Maduro Eau de Parfum,Unknown,woody,basil|mandarin,pine|cinnamon,amber|tobacco|honey|vanilla|patchouli|vetiver|benzoin|cedar,balanced,0.6175,0.4442,0.5525,huggingface
1336,Bojnokopff Eau de Parfum,Unknown,woody,,geranium|coffee,oud|vanilla|vetiver|cedar,balanced,0.5833,0.44,0.5917,huggingface
1337,Slowdive Eau de Parfum,Unknown,floral,orange|mandarin,neroli|tuberose,tobacco|honey|benzoin,joyful,0.7057,0.5343,0.5157,huggingface
1338,Baque Parfum Extrait,Unknown,citrus,mandarin,,cedar|vanilla|tobacco|ambroxan,balanced,0.634,0.448,0.556,huggingface
1339,Camel Extrait de Parfum,Unknown,oriental,mandarin|orange,rose|cinnamon|jasmine,frankincense|amber|cedar|white_musk|sandalwood|oud|tonka_bean|vanilla|vetiver,joyful,0.6743,0.425,0.5464,huggingface
1340,Day Dreams Eau de Parfum,Unknown,citrus,orange|mandarin,jasmine|neroli,sandalwood|vanilla|coconut,joyful,0.8,0.5014,0.4157,huggingface
1341,Intense Black Aoud Extrait de Parfum,Unknown,woody,mandarin,rose,oud|patchouli|white_musk,balanced,0.618,0.468,0.586,huggingface
1342,Arabians,Unknown,woody,,geranium|cardamom|rose,leather|patchouli|oud|vetiver|amber|white_musk,powerful,0.5544,0.4489,0.6378,huggingface
1343,Ummagumma Eau de Parfum,Unknown,oriental,,saffron|coffee,tobacco|leather|labdanum|sandalwood|cedar|frankincense|tonka_bean|vanilla,powerful,0.534,0.415,0.649,huggingface
1344,Black Vanilla Eau de Parfum,Unknown,floral,bergamot|mandarin,rose|violet|jasmine,coconut|vanilla|white_musk,joyful,0.805,0.4637,0.4138,huggingface
1345,Red Tobacco Eau de Parfum,Unknown,woody,mandarin|green_tea,saffron|cinnamon|jasmine|guaiac_wood,frankincense|oud|patchouli|tobacco|amber|sandalwood|vetiver|vanilla|white_musk,powerful,0.5867,0.436,0.6053,huggingface
1346,California Snow Eau de Parfum,Unknown,woody,green_tea,rose,tonka_bean|white_musk|vetiver|cedar,joyful|calming,0.675,0.3667,0.495,huggingface
1347,Warszawa Parfum Extrait,Unknown,floral,grapefruit,violet|iris,patchouli|vetiver,balanced,0.618,0.454,0.522,huggingface
1348,Not a Perfume Eau de Parfum,Unknown,floral,,rose,,joyful,0.8,0.42,0.55,huggingface
1349,Mx. Eau de Parfum,Unknown,woody,ginger|black_pepper,saffron,frankincense|sandalwood|cedar|vetiver|patchouli|benzoin|birch,powerful,0.507,0.453,0.654,huggingface
1350,Monstera Eau de Parfum,Unknown,citrus,mandarin,rose,,joyful,0.835,0.57,0.465,huggingface
1351,OroNardo Eau de Parfum,Unknown,floral,orange,rose|tuberose,,joyful,0.7767,0.6,0.5167,huggingface
1352,Fumabat Eau de Parfum,Unknown,woody,green_tea|mint,pine|oakmoss,frankincense|vetiver|leather|patchouli,powerful,0.515,0.4838,0.6225,huggingface
1353,Aguamadera Eau de Parfum,Unknown,woody,lime,guaiac_wood,cedar,balanced,0.6267,0.52,0.5233,huggingface
1354,Copala Eau de Parfum,Unknown,spicy,pink_pepper,,vanilla,joyful,0.75,0.5,0.415,huggingface
1355,Attar AT Perfume oil,Unknown,woody,,jasmine,leather|birch|vetiver|cedar|sandalwood|labdanum,powerful,0.4871,0.41,0.6771,huggingface
1356,French Affair Eau de Parfum,Unknown,woody,bergamot|black_pepper,violet|rose|oakmoss,cedar|patchouli|vetiver,balanced,0.59,0.4712,0.5887,huggingface
1357,Note de Yuzu Eau de Parfum,Unknown,citrus,yuzu|lemon|mandarin,marine,vetiver|white_musk,joyful,0.7483,0.5983,0.4067,huggingface
1358,Dolce Amalfi Eau de Parfum,Unknown,oriental,mandarin,saffron|cardamom|clove,frankincense|benzoin|vanilla|tonka_bean|cedar|white_musk|amber,joyful,0.6518,0.4191,0.5527,huggingface
1359,Oud Stars - Malesia Eau de Parfum,Unknown,oriental,,lily_of_the_valley,benzoin|sandalwood|amber|oud|vanilla|tonka_bean|labdanum|white_musk,calming,0.6489,0.3133,0.5311,huggingface
1360,Oud Stars - Ceylon Eau de Parfum,Unknown,woody,bergamot,jasmine,honey|oud|sandalwood|vanilla|amber|white_musk,joyful|calming,0.6987,0.3987,0.5137,huggingface
1361,Cruz Del Sur I Eau de Parfum,Unknown,citrus,bergamot|grapefruit|mandarin,cinnamon,cedar|labdanum|frankincense|leather,balanced,0.6288,0.5637,0.5837,huggingface
1362,Cruz Del Sur II Eau de Parfum,Unknown,woody,mandarin|green_tea,pine|rose,vetiver|cedar|white_musk,joyful,0.6743,0.46,0.4971,huggingface
1363,Oud Stars - Alexandria II Eau de Parfum,Unknown,floral,mandarin,cinnamon|rose|geranium|lily_of_the_valley,cedar|amber|sandalwood|white_musk|vanilla|oud,joyful,0.6918,0.4291,0.52,huggingface
1364,Birch Eau de Parfum,Unknown,spicy,bergamot|pink_pepper|ginger,guaiac_wood,patchouli|white_musk,balanced,0.6117,0.555,0.5417,huggingface
1365,Beach Hut Man Eau de Parfum,Unknown,woody,mint|orange,oakmoss,vetiver|patchouli|frankincense|cedar,balanced,0.5571,0.4757,0.5957,huggingface
1366,Bruma Eau de Parfum,Unknown,floral,black_pepper,geranium|violet|peony|iris|jasmine,labdanum|vetiver|tonka_bean,joyful,0.6567,0.4244,0.5456,huggingface
1367,II (Deux) Eau de Parfum,Unknown,woody,green_tea|orange|black_pepper,pine,cedar|frankincense|ambroxan,balanced,0.6329,0.5343,0.56,huggingface
1368,Mortel Eau de Parfum,Unknown,oriental,black_pepper,,frankincense|cedar|labdanum|benzoin,powerful,0.54,0.402,0.658,huggingface
1369,Olim Eau de Parfum,Unknown,spicy,bergamot|pink_pepper,geranium|clove,patchouli|benzoin|frankincense|white_musk,balanced,0.6187,0.4888,0.5687,huggingface
1370,Revolution Eau de Parfum,Unknown,woody,,,cedar|patchouli|frankincense|labdanum,calming|powerful,0.455,0.345,0.7025,huggingface
1371,Oud Satin Mood Extrait Extrait de Parfum,Unknown,floral,,rose|violet,oud|benzoin,calming|powerful,0.645,0.3875,0.605,huggingface
1372,Woman in Gold Eau de Parfum,Unknown,citrus,bergamot|mandarin,geranium|rose,patchouli|oud|tonka_bean,joyful,0.6671,0.5086,0.55,huggingface
1373,Gold Knight Eau de Parfum,Unknown,citrus,bergamot,cinnamon,patchouli|vanilla,joyful,0.6875,0.5175,0.5,huggingface
1374,Eau My Soul Eau de Parfum,Unknown,floral,bergamot,geranium|rose|jasmine|iris|oakmoss,honey|frankincense|sandalwood|tobacco|amber|vanilla|benzoin|white_musk|patchouli|vetiver,calming,0.6338,0.3781,0.56,huggingface
1375,Berlin Eau de Parfum,Unknown,citrus,grapefruit|mandarin|lemon|black_pepper,,vetiver|cedar|patchouli,balanced,0.6414,0.6086,0.52,huggingface
1376,Pink Wood Eau de Parfum,Unknown,woody,mandarin,rose|geranium|oakmoss,sandalwood|oud|patchouli|labdanum,powerful,0.5663,0.4325,0.625,huggingface
1377,El Cosmico Eau de Parfum,Unknown,woody,,pine|oakmoss,sandalwood|cedar,calming|powerful,0.535,0.3825,0.605,huggingface
1378,"O, Unknown! Eau de Parfum",Unknown,floral,,iris,white_musk|sandalwood,joyful|calming,0.6867,0.31,0.4767,huggingface
1379,Ambra Extrait de Parfum,Unknown,oriental,bergamot,geranium,frankincense|benzoin|patchouli|vetiver|vanilla|tonka_bean|white_musk,calming,0.65,0.3633,0.5144,huggingface
1380,Cafe Tuberosa Cologne Absolue,Unknown,citrus,bergamot|mandarin,cardamom|tuberose|rose,patchouli|vanilla|white_musk,joyful,0.7175,0.5137,0.4925,huggingface
1381,My Own Private Teahupo'o Eau de Parfum,Unknown,oriental,,marine,vanilla|amber,joyful,0.75,0.4067,0.42,huggingface
1382,Kai Rose - Eau de Parfum Eau de Parfum Spray,Unknown,floral,,rose,,joyful,0.8,0.42,0.55,huggingface
1383,Mosaic Eau de Parfum,Unknown,woody,,,vanilla|oud|white_musk|cedar,calming,0.6175,0.345,0.545,huggingface
1384,Elysium Pour Homme Extrait de Parfum,Unknown,citrus,lemon|bergamot|grapefruit|lime|mandarin|pink_pepper,geranium|lily_of_the_valley|rose|jasmine,white_musk|vetiver|cedar|benzoin|vanilla|labdanum|leather|ambroxan,joyful,0.7,0.5172,0.5006,huggingface
1385,Velvet Haze Eau de Parfum,Unknown,musk,,coffee,ambroxan|coconut|patchouli|white_musk,balanced,0.628,0.448,0.53,huggingface
1386,Suede Osmanthe Eau de Parfum,Unknown,citrus,mandarin,,suede|white_musk,joyful,0.6967,0.4833,0.48,huggingface
1387,Patchouli Sublime Elixir de Parfum,Unknown,floral,mint,geranium|rose,tonka_bean|tobacco|patchouli|white_musk|amber,balanced,0.625,0.4425,0.5475,huggingface
1388,Tubereuse Absolue Eau de Parfum,Unknown,citrus,bergamot|orange,cardamom|geranium|tuberose,cedar|vetiver|white_musk,joyful,0.6813,0.5388,0.5137,huggingface
1389,Elephant Extrait de Parfum,Unknown,woody,,magnolia|coffee|jasmine,coconut|frankincense|cedar|amber|white_musk|patchouli|sandalwood,balanced,0.637,0.402,0.554,huggingface
1390,Layton EXCLUSIF Eau de Parfum,Unknown,citrus,bergamot|mandarin|grapefruit|pink_pepper,marine|rose|geranium|cardamom|coffee,sandalwood|amber|vanilla|white_musk,joyful,0.7331,0.5531,0.4669,huggingface
1391,Oud Wood Intense Eau de Parfum,Unknown,spicy,ginger,,oud,powerful,0.485,0.625,0.725,huggingface
1392,Patch Flash Eau de Parfum,Unknown,spicy,black_pepper,,leather|patchouli|benzoin,powerful,0.475,0.5175,0.7,huggingface
1393,Figment Man Eau de Parfum,Unknown,woody,lemon|pink_pepper,geranium|guaiac_wood,sandalwood|vetiver|labdanum,balanced,0.6029,0.4814,0.5571,huggingface
1394,Champs de Provence Eau de Parfum,Unknown,citrus,bergamot|orange|mandarin,jasmine|rose,white_musk|ambroxan,joyful,0.7843,0.5529,0.4757,huggingface
1395,Sunny Side Up Eau de Parfum,Unknown,floral,,iris|jasmine,sandalwood|vanilla|ambroxan|iso_e_super,joyful|calming,0.685,0.3733,0.5333,huggingface
1396,Monsieur Beauregard Eau de Parfum,Unknown,spicy,lemon|pink_pepper,iris|cinnamon,benzoin|sandalwood|tonka_bean|patchouli,joyful,0.6713,0.4812,0.5238,huggingface
1397,The Uncompromising Sohan Eau de Parfum,Unknown,woody,pink_pepper,rose|saffron,labdanum|vetiver|sandalwood|oud,powerful,0.5343,0.4571,0.6743,huggingface
1398,The Bewitching Yasmine Eau de Parfum,Unknown,oriental,,cardamom|coffee|jasmine,frankincense|vanilla|oud,powerful,0.6167,0.49,0.625,huggingface
1399,The Ruthless Countess Dorothea Eau de Parfum,Unknown,spicy,bergamot|ginger,cinnamon,honey|vanilla|cedar,joyful,0.7283,0.5167,0.4717,huggingface
1400,Vetyverio - Eau de Parfum,Unknown,woody,grapefruit,rose,vetiver|patchouli,balanced,0.605,0.49,0.56,huggingface
1401,Aventus For Her Eau de Parfum,Unknown,woody,green_tea|bergamot,rose|ylang_ylang,patchouli|sandalwood|white_musk|vanilla|amber,joyful,0.7022,0.4211,0.49,huggingface
1402,Baccarat Rouge 540 Extrait Extrait de Parfum,Unknown,musk,,jasmine|saffron,almond|cedar|white_musk|ambroxan,joyful,0.6517,0.4067,0.5617,huggingface
1403,Histoire D'Orangers Eau de Parfum,Unknown,musk,orange,neroli,white_musk|tonka_bean|ambroxan,joyful,0.75,0.452,0.45,huggingface
1404,Au Bord De L'Eau Eau de Cologne,Unknown,citrus,bergamot|lemon|orange,violet|rose,white_musk,joyful,0.8167,0.5717,0.4,huggingface
1405,Scarlet Lily Eau de Parfum,Unknown,floral,,ylang_ylang,amber,joyful,0.675,0.425,0.59,huggingface
1406,Delina Eau de Parfum,Unknown,oriental,bergamot|green_tea,rose,vanilla|white_musk|vetiver|cedar|frankincense,joyful,0.6875,0.4,0.4975,huggingface
1407,10 AM Accord Eau de Parfum,Unknown,woody,,iris|geranium,cedar|vetiver,calming,0.605,0.3875,0.5625,huggingface
1408,The Cora Eau de Parfum,Unknown,floral,,rose|jasmine|magnolia|lily_of_the_valley,vanilla|benzoin|patchouli|white_musk|amber,joyful|calming,0.7089,0.3589,0.4978,huggingface
1409,Mandala Eau de Parfum,Unknown,spicy,,cardamom|cinnamon|clove|oakmoss,frankincense|labdanum|cedar|sandalwood|ambroxan,powerful,0.5533,0.4433,0.6544,huggingface
1410,Qatar Extrait de parfum,Unknown,woody,bergamot|mandarin,rose|jasmine|violet|clove|saffron|iris,patchouli|cedar|sandalwood|oud|benzoin|vanilla|birch|labdanum|ambroxan|white_musk,balanced,0.6194,0.4372,0.5811,huggingface
1411,Nuit de Bakelite Eau de Parfum,Unknown,floral,,violet|iris|tuberose,leather|tobacco|labdanum|cedar,powerful,0.5271,0.4471,0.6629,huggingface
1412,Neroli Ad Astra Eau de Parfum,Unknown,floral,mandarin|pink_pepper,neroli|geranium|jasmine,vetiver|white_musk,joyful,0.7029,0.5243,0.5014,huggingface
1413,Midnight Special Eau de Parfum,Unknown,spicy,black_pepper|grapefruit,cinnamon|saffron|rose,oud|patchouli|vanilla,powerful,0.6088,0.5525,0.6025,huggingface
1414,Suede de Suede Eau de Parfum,Unknown,woody,black_pepper|mandarin,,oud|suede|cedar|patchouli|white_musk,powerful,0.5557,0.5071,0.6186,huggingface
1415,Dojima Eau de Parfum,Unknown,musk,,jasmine|iris,ambroxan|labdanum|sandalwood|white_musk,calming,0.6417,0.3583,0.57,huggingface
1416,Vitrum Extrait de Parfum,Unknown,woody,black_pepper|bergamot,rose|oakmoss,vetiver|frankincense,powerful,0.595,0.4783,0.6167,huggingface
1417,Bond-T Extrait de Parfum,Unknown,oriental,,coffee,patchouli|tonka_bean|vanilla,balanced,0.6375,0.4025,0.51,huggingface
1418,Naias Extrait de Parfum,Unknown,floral,mandarin,violet|rose|jasmine|neroli|iris,sandalwood|amber,joyful,0.7425,0.4425,0.5088,huggingface
1419,Osmanthus Eau de Parfum,Unknown,woody,grapefruit|pink_pepper,marine|jasmine,cedar|labdanum|vetiver|white_musk,balanced,0.6387,0.51,0.53,huggingface
1420,Ta'if Eau de Parfum,Unknown,spicy,pink_pepper|orange,saffron|rose|jasmine,amber,joyful,0.6967,0.5633,0.5783,huggingface
1421,Tolu Eau de Parfum,Unknown,oriental,mandarin|orange,rose|lily_of_the_valley,benzoin|tonka_bean|frankincense|amber,joyful,0.7412,0.4275,0.4975,huggingface
1422,Montabaco - Parfum,Unknown,floral,orange|bergamot,cardamom|magnolia|rose|violet|oakmoss,tobacco|iso_e_super|suede|sandalwood|tonka_bean|ambroxan,balanced,0.65,0.4692,0.55,huggingface
1423,Montabaco - Intensivo,Unknown,floral,orange|bergamot,cardamom|magnolia|rose|violet|oakmoss,tobacco|iso_e_super|suede|sandalwood|tonka_bean|ambroxan,balanced,0.65,0.4692,0.55,huggingface
1424,Nawab of Oudh - Intensivo,Unknown,citrus,green_tea|bergamot|orange,cardamom|rose|magnolia|cinnamon,ambroxan|white_musk|vetiver|labdanum|oud,joyful,0.6667,0.5067,0.5442,huggingface
1425,Qi - Intensivo,Unknown,floral,lemon,neroli|violet|rose|oakmoss,benzoin|white_musk|frankincense,joyful,0.6938,0.41,0.5125,huggingface
1426,Ambre Royal Eau de Parfum,Unknown,floral,green_tea|orange|bergamot,jasmine|rose|iris,amber|cedar|ambroxan|tonka_bean|patchouli|white_musk,joyful,0.7017,0.45,0.5133,huggingface
1427,Champaca Eau de Parfum,Unknown,floral,pink_pepper|green_tea,neroli,white_musk,joyful,0.7325,0.54,0.4325,huggingface
1428,Frangipani Eau de Parfum,Unknown,floral,lime|mandarin,magnolia|rose|tuberose|marine,amber|white_musk|cedar|vanilla,joyful,0.747,0.485,0.454,huggingface
1429,Isfarkand Eau de Parfum,Unknown,citrus,lime|mandarin|bergamot|pink_pepper,iris|oakmoss,cedar|vetiver,joyful,0.67,0.5537,0.5125,huggingface
1430,Ormonde Man Eau de Parfum,Unknown,woody,mandarin|bergamot|pink_pepper,cardamom,oud|vetiver|cedar|sandalwood|white_musk,balanced,0.6344,0.5256,0.5567,huggingface
1431,Ormonde Woman Eau de Parfum,Unknown,woody,,cardamom|violet|jasmine,vetiver|cedar|amber|sandalwood,balanced,0.6314,0.4143,0.5771,huggingface
1432,Santo Incienso Extrait de Parfum,Unknown,citrus,bergamot|petitgrain,,cedar|frankincense|white_musk,joyful,0.674,0.468,0.514,huggingface
1433,Dragonfly Eau de Parfum,Unknown,citrus,lemon|mandarin,peony|marine|clove|iris|oakmoss,amber|white_musk|sandalwood,joyful,0.697,0.482,0.496,huggingface
1434,United Arab Emirates Aoud Extrait de Parfum,Unknown,floral,bergamot|pink_pepper,clove|geranium|jasmine|rose|ylang_ylang|guaiac_wood|oakmoss,oud|benzoin|labdanum|frankincense|white_musk|patchouli,powerful,0.5913,0.4567,0.618,huggingface
1435,La Douceur de Siam Eau de Parfum,Unknown,floral,,rose|clove|ylang_ylang|violet,sandalwood|vanilla|amber,joyful,0.6957,0.4029,0.5286,huggingface
1436,Le Sillage Blanc Eau de Parfum,Unknown,leather,orange,neroli|oakmoss,tobacco|leather|ambroxan|patchouli,powerful,0.5214,0.51,0.6571,huggingface
1437,Vespero Parfum Extrait,Unknown,citrus,bergamot|mandarin|grapefruit,geranium|jasmine,cedar|leather|patchouli|amber|white_musk,joyful,0.658,0.527,0.54,huggingface
1438,Santal Complet Eau de Parfum,Unknown,oriental,lemon|black_pepper,violet,coconut|white_musk|sandalwood|amber|vanilla,joyful,0.7362,0.44,0.4325,huggingface
1439,Hacivat Extrait de Parfum,Unknown,woody,bergamot|grapefruit,pine|jasmine|oakmoss,patchouli|cedar,balanced,0.6129,0.5314,0.5614,huggingface
1440,Karagoz Extrait de Parfum,Unknown,woody,basil,pine|neroli|jasmine,patchouli|vetiver|oud|amber,powerful,0.57,0.4763,0.6175,huggingface
1441,Zenne Extrait de Parfum,Unknown,citrus,grapefruit|mandarin|green_tea,rose,sandalwood|vanilla|ambroxan|white_musk,joyful,0.76,0.4613,0.4325,huggingface
1442,Hundred Silent Ways Extrait de Parfum,Unknown,floral,mandarin,tuberose|jasmine|iris,vanilla|sandalwood|vetiver,joyful,0.7014,0.4329,0.5186,huggingface
1443,Fan Your Flames Extrait de Parfum,Unknown,woody,,oakmoss,coconut|tobacco|tonka_bean|cedar,calming,0.57,0.374,0.574,huggingface
1444,Afrika-Olifant Extrait de Parfum,Unknown,musk,,,ambroxan|frankincense|labdanum|leather|oud|white_musk,calming|powerful,0.4883,0.3933,0.7133,huggingface
1445,Ambra Calabria Extrait de Parfum,Unknown,oriental,bergamot|green_tea,jasmine,amber|white_musk|vanilla,joyful,0.7667,0.4367,0.4383,huggingface
1446,Sultan Vetiver Extrait de Parfum,Unknown,oriental,pink_pepper|bergamot,neroli,vetiver|tonka_bean|amber|leather,balanced,0.6357,0.5071,0.5643,huggingface
1447,Suede et Safran Extrait de Parfum,Unknown,musk,ginger,saffron,ambroxan|suede|white_musk,powerful,0.582,0.492,0.612,huggingface
1448,Pachuli Kozha Extrait de Parfum,Unknown,floral,black_pepper,ylang_ylang,patchouli|leather|honey|frankincense,powerful,0.5367,0.495,0.66,huggingface
1449,Tuberoza Extrait de Parfum,Unknown,floral,orange,ylang_ylang|tuberose|jasmine,amber|vetiver|sandalwood|white_musk,joyful,0.6775,0.4563,0.5475,huggingface
1450,A City On Fire Eau de Parfum,Unknown,spicy,,cardamom,cedar|labdanum,powerful,0.54,0.46,0.64,huggingface
1451,Slow Explosions Eau de Parfum,Unknown,spicy,mandarin,saffron|rose,leather|benzoin,powerful,0.624,0.514,0.632,huggingface
1452,Saint Julep Eau de Parfum,Unknown,floral,mint|mandarin,magnolia|geranium,,joyful,0.775,0.6175,0.41,huggingface
1453,Garage Eau de Toilette,Unknown,woody,,rose,leather|vetiver|cedar,powerful,0.53,0.43,0.675,huggingface
1454,Soda Eau de Toilette,Unknown,citrus,lime,,,joyful|energetic|delicate,0.85,0.83,0.3,huggingface
1455,Tar Eau de Toilette,Unknown,citrus,bergamot,,vetiver,balanced,0.65,0.535,0.525,huggingface
